relation_id,source_person_id,target_person_id,original_relation_type,standard_relation_type,raw_relation_type,llm_suggested_relation_type,final_relation_type,llm_reason,llm_confidence,display_status,relation_quality_score,relation_risk_level,context,evidence_ref,weight,source_ids,correction_reason,confidence,needs_manual_review
REL-03965,ZLH-112,ZLH-150,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,、黄素、王学文、郑伯奇、何畏、萧三、鄄达夫、陶商孙、方光然、金奎光、彭家煌、田汊、王一榴、董绍明、宣侠父、阿英、穆木天、魏金枝、夏衍、杨骚、杨潮、应修人、周毓英,左联史 第25页,1,SRC-0695,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03966,ZLH-113,ZLH-119,文学论战,文学论战,文学论战,,文学论战,,,formal,0,low,"海《时事新报.青光》发表先河(何家槐)《所谓杂文问题》一文,反驳林希隽,为杂文辩护。先河认为当前的杂文热是现阶段的社会环境所促成,认为难以产生“伟大作品“,也是",左联史 第305页,2,SRC-0281,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03967,ZLH-113,ZLH-120,交游,交游,交游,,交游,,,formal,0,low,"国左翼作家联盟成立周年》,夏征农《发扬“左联“革命传统繁荣社会主义文艺》,陈鸣树《论“左联“文学运动的历史意义一一纪念“左联“成立周年》,邵伯周《试论“",左联史 第730页,1,SRC-0282,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03968,ZLH-114,ZLH-115,组织隶属,论战,论战,,论战,,,formal,75,high,[存目]上海电影刊物的检讨清算刘呐鸥的理论论穆时英的电影批评底基础一个电影批评人; 电影之路》(1933)、《清算刘呐鸥的理论》(1934)、《论穆时英的电影批评底基础》(19353,左联词典 第23页; 左联词典 第146页,3,SRC-1093;SRC-1094,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；上下文直接出现论争/批评/论战动作,medium,no
REL-03969,ZLH-114,ZLH-119,组织隶属,论战,论战,,论战,,,formal,75,high,"电影之路》(1933)、《清算刘呐鸥的理论》(1934)、《论穆时英的电影批评底基础》(19353、《一个电影批评人的独白》(1936),电影评论《评(压迥》(",左联词典 第146页,1,SRC-1094,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；上下文直接出现论争/批评/论战动作,medium,no
REL-03970,ZLH-114,ZLH-139,组织隶属,待核验,待核验,,待核验,,,formal,75,high,"就向对卢氏恺想、著作了解较多的刘呐鸥和鲁迅先生请教,又路同辈文友戴望舒、江馥泉商讨,复又得陈望道先生的帮助,力求译文的准确。他",左联史 第682页,1,SRC-0715,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03971,ZLH-114,ZLH-141,交游,交游,交游,,交游,,,formal,25,low,"─────左联词典日,苏联作家高尔基逝世,他写了唁词,赞美《海燕之歌》水存人间,确信“在全世界觉醒的人们的心中,将永远有一个不死的高尔基存在着“。同年月,加入",左联词典 第358页,1,SRC-0164,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03972,ZLH-115,ZLH-119,组织隶属,论战,论战,,论战,,,formal,75,high,"呐鸥的理论》(1934)、《论穆时英的电影批评底基础》(19353、《一个电影批评人的独白》(1936),电影评论《评(压迥》(1933)、《关于〈新女性〉的影",左联词典 第146页,1,SRC-1094,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；上下文直接出现论争/批评/论战动作,medium,no
REL-03973,ZLH-115,ZLH-123,交游,交游,交游,,交游,,,formal,25,low,、杨铨、陈彬和、胡愈之、洪深、邹韬奋、林语堂、叶节陶、郁达夫、陈望道、柳亚子、俞颂华、黄幼雄、傅东华、樊仲五、夏不尊、黎删文、江公怀、李公朴、胡秋原、沈从文、王,左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03974,ZLH-115,ZLH-127,创作合作,创作合作,创作合作,,创作合作,,,formal,25,low,"祝》.贺词由鲁迅、茅盾、丁玲、曹靖华、洛扬(汞雪峰)、奕如(夏衍),适夷联名签署.同年月,中苏两国政府恢复邦交,左联发表《中国著作家为中苏复交致苏联电》,柳",左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03975,ZLH-115,ZLH-128,交游,交游,交游,,交游,,,formal,25,low,陈彬和、胡愈之、洪深、邹韬奋、林语堂、叶节陶、郁达夫、陈望道、柳亚子、俞颂华、黄幼雄、傅东华、樊仲五、夏不尊、黎删文、江公怀、李公朴、胡秋原、沈从文、王鲁彦、赵,左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03976,ZLH-115,ZLH-129,交游,交游,交游,,交游,,,formal,25,low,"23日,蔡元培、杨铨、陈彬和、胡愈之、洪深、邹韬奋、林语堂、叶节陶、郁达夫、陈望道、柳亚子、俞颂华、黄幼雄、傅东华、樊仲五、夏不尊、黎删文、江公怀、李公朴、胡秋",左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03977,ZLH-115,ZLH-137,交游,交游,交游,,交游,,,formal,25,low,"为营救丁、潘,同年月日,蔡元培、杨铨、陈彬和、胡愈之、洪深、邹韬奋、林语堂、叶节陶、郁达夫、陈望道、柳亚子、俞颂华、黄幼雄、傅东华、樊仲五、夏不尊、黎删文",左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03978,ZLH-115,ZLH-139,交游,交游,交游,,交游,,,formal,25,low,"表鲁迅、茅盾、郁达夫、叶绍钧、陈望道、洪深、杜衡、田汉、丁玲等位左翼作家签署的《为横死之小林遗族募捐启》,声援日木革命。同年月日下午,她和前来联系工作的",左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03979,ZLH-115,ZLH-141,交游,交游,交游,,交游,,,formal,0,low,《文化月报》创刊号发表左联庆祈高尔基文学活动四十周年的祝词《高尔基的四十年创作生活一一我们的庆祝》.贺词由鲁迅、茅盾、丁玲、曹靖华、洛扬(汞雪峰)、奕如(夏衍),左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03980,ZLH-116,ZLH-001,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,印的一套创作丛 书 关于北方左联的事情（孙席珍） 再谈北方左联（孙席珍）——一九八○年四月五日在中国作家协会左翼文化运动 座谈会上的发言 北方左翼作家联盟杂忆（杨纤如） 又想起北方左联一事（杨纤如）—,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-03981,ZLH-116,ZLH-009,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,印的一套创作丛 书 关于北方左联的事情（孙席珍） 再谈北方左联（孙席珍）——一九八○年,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-03982,ZLH-116,ZLH-043,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,印的一套创作丛 书 关于北方左联的事情（孙席珍） 再谈北方左联（孙席珍）——一九八○年四月五日在中国作家协会左翼文化运动 座谈会上的发言 北方左翼作家联盟杂忆（杨纤如） 又想起北方左联一事（杨纤如）—,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-03983,ZLH-116,ZLH-064,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,印的一套创作丛 书 关于北方左联的事情（孙席珍） 再谈北方左联（孙席珍）——一九八○年四月五日在中国作家协会左翼文化运动 座谈会上的发言 北方左翼作家联盟杂忆（杨纤如） 又想起北方左联一事（杨纤如）—,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-03984,ZLH-116,ZLH-083,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,印的一套创作丛 书 关于北方左联的事情（孙席珍） 再谈北方左联（孙席珍）——一九八○年四月五日在中国作家协会左翼文化运动 座谈会上的发言 北方左翼作家联盟杂忆（杨纤如） 又想起北方左联一事（杨纤如）—,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-03985,ZLH-116,ZLH-084,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,印的一套创作丛 书 关于北方左联的事情（孙席珍） 再谈北方左联（孙席珍）——一九八○年四月五日在中国作家协会左翼文化运动 座谈会上的发言 北方左翼作家联盟杂忆（杨纤如） 又想起北方左联一事（杨纤如）—,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-03986,ZLH-116,ZLH-085,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,印的一套创作丛 书 关于北方左联的事情（孙席珍） 再谈北方左联（孙席珍）——一九八○年四月五日在中国作家协会左翼文化运动 座谈会上的发言 北方左翼作家联盟杂忆（杨纤如） 又想起北方左联一事（杨纤如）—,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-03987,ZLH-116,ZLH-087,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,印的一套创作丛 书 关于北方左联的事情（孙席珍） 再谈北方左联（孙席珍）——一九八○年四月五日在中国作家协会左翼文化运动 座谈会上的发言 北方左翼作家联盟杂忆（杨纤如） 又想起北方左联一事（杨纤如）—,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-03988,ZLH-116,ZLH-097,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,印的一套创作丛 书 关于北方左联的事情（孙席珍） 再谈北方左联（孙席珍）——一九八○年四月五日在中国作家协会左翼文化运动 座谈会上的发言 北方左翼作家联盟杂忆（杨纤如） 又想起北方左联一事（杨纤如）—,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-03989,ZLH-116,ZLH-119,交游,交游,交游,,交游,,,formal,25,low,"、安娥、许杰、许“峨、许幸之、孙席珍、孙慎、远十里、苏灵扬、杜君懋、杜衡、杜谈、杜埃、杨骚、杨潮、杨邵人、杨刚、杨鹤声、杨纤如、杨秀恩、李伟森、李长路.李俊民、; 成员有沙汀、艾芜、草明、杨骚、何家槐、叶紫、聂绀驿、杨潮、杨刚等,负责人欧阳山.诗歌研究委员会左联秘书处下属单位.又称诗歌创作委员会、诗歌组.主要任务是指导左联; 加“《北斗》读书会“。同年,由孙席珍介绍加入中国左翼作家联盟北方部,开始",左联词典 第103页; 左联词典 第110页; 左联词典 第308页,4,SRC-0819;SRC-0676;SRC-0254,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03990,ZLH-116,ZLH-120,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,、安娥、许杰、许“峨、许幸之、孙席珍、孙慎、远十里、苏灵扬、杜君懋、杜衡、杜谈、杜埃、杨骚、杨潮、杨邵人、杨刚、杨鹤声、杨纤如、杨秀恩、李伟森、李长路.李俊民、,左联词典 第103页,1,SRC-0819,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-03991,ZLH-116,ZLH-122,交游,交游,交游,,交游,,,formal,25,low,"0年代中期在北京女子师范大学和许广平等同学,当时名叫郑德音,中共党员。年奉派去苏联留学,1928年冬回国,在中共浙江省委工作,后到上海,参加中共中央文委",左联史 第539页,1,SRC-1095,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03992,ZLH-116,ZLH-123,组织隶属,合作,合作,,合作,,,formal,60,high,"加“《北斗》读书会“。同年,由孙席珍介绍加入中国左翼作家联盟北方部,开始文学创作活动。年月日、12月日《文学月报》3号和5、6号合刊发表他的",左联词典 第308页,1,SRC-0254,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-03993,ZLH-116,ZLH-127,空间共现,空间共现,空间共现,,空间共现,,,formal,25,low,"。年秋,与北平左联成员孙席珍和曹靖华等筹备成立北平作家协会。月; 北平进步文化界人士,如吴承仕、孙席珍、齐燕铭、211管同(张致祥)、曹靖华,杨刚等,每两周聚会一次,分别; 平作家协会成立大会实况,记录了孙席珍、曹靖华等位第一届执行委员和杨刚、",左联词典 第216页; 左联词典 第312页; 左联词典 第567页,4,SRC-0493;SRC-0930;SRC-0579,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-03994,ZLH-116,ZLH-128,交游,交游,交游,,交游,,,formal,25,low,《柏子》(沈从文)、《阿娥》(孙席珍)、《在“大连号“轮船上》(田军)、《第三支枪》(田军)、《狗肉将军》(林语堂)、《皈依》(萧乾)、《紫藤与,左联词典 第557页,1,SRC-0266,结构性检测未发现需要自动改写的明确证据。,medium,no
